PHI-base accession no	PHI-base accession	Obsolete PHI accession	DB_Type	Accession	Obsolete EMBL accession	Locus ID	AA sequence #no EMBL#	NT sequence #no EMBL#	Associated strain	Gene name	Genome location	Multiple mutation	Pathogen NCBI Taxonomy ID	Pathogen species	Strain	Disease name	Monocot/Dicot plant	Host NCBI Taxonomy ID	Experimental host	Function	GO annotation	Database	Pathway	Phenotype of mutant	Mating defect prior to penetration	Pre-penetration defect	Penetration defect	Post-penetration defect	Vegetative spores	Sexual spores	In vitro growth	Spore germination	Essential gene (Lethal knockout)	Inducer	CAS	Host target	Host response	Experimental evidence	Species Expert	Entered by	Manual (M) or textmining (T)	Literature ID	Literature source	DOI	Full citation	Author email	Comments	Reference	Year published
	PHI:2717		Uniprot	Q9FDG1		AF275317_1	0	0	PXO86	avrXa7	no data found	no	64187	Xanthomonas oryzae pv. oryzae	no data found	X11-5A	Bacterial leaf blight	Eudicot	Rice	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no	no data found	no data found	no data found	no data found	Functional test in host: transient expression	na	RP		23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	na	jan.leach@colostate.edu	no comments	V Verdier	2012
	PHI:2718		Uniprot	Q6RKD2		AAS46025	0	0	PXO99	pthXo1	no data found	no	64187	Xanthomonas oryzae pv. oryzae	no data found	X11-5A	Bacterial leaf blight	Eudicot	Rice	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no	no data found	no data found	no data found	no data found	Functional test in host: transient expression	na	RP		23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	na	jan.leach@colostate.edu	no comments	V Verdier	2012
	PHI:2719		Uniprot	G1FM79		AEK86668	0	0	BAI3	talC	no data found	no	64187	Xanthomonas oryzae pv. oryzae	no data found	X11-5A	Bacterial leaf blight	Eudicot	Rice	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no	no data found	no data found	no data found	no data found	Functional test in host: transient expression	na	RP		23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	na	jan.leach@colostate.edu	no comments	V Verdier	2012
	PHI:2720		Uniprot	G7T9N6		AEQ94695	0	0	BLS256	tal1c	no data found	no	64187	Xanthomonas oryzae pv. oryzae	no data found	X11-5A	Bacterial leaf blight	Eudicot	Rice	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no	no data found	no data found	no data found	no data found	Functional test in host: transient expression	na	RP		23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	na	jan.leach@colostate.edu	no comments	V Verdier	2012
	PHI:2721		Uniprot	G7TK09		AEQ95751	0	0	BLS256	tal2a	no data found	no	64187	Xanthomonas oryzae pv. oryzae	no data found	X11-5A	Bacterial leaf blight	Eudicot	Rice	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no	no data found	no data found	no data found	no data found	Functional test in host: transient expression	na	RP		23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	na	jan.leach@colostate.edu	no comments	V Verdier	2012
	PHI:2722		Uniprot	G7TJZ8		AEQ95741	0	0	BLS256	tal2g	no data found	no	64187	Xanthomonas oryzae pv. oryzae	no data found	X11-5A	Bacterial leaf blight	Eudicot	Rice	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no	no data found	no data found	no data found	no data found	Functional test in host: transient expression	na	RP		23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	na	jan.leach@colostate.edu	no comments	V Verdier	2012
	PHI:2717		Uniprot	Q9FDG1		AF275317_1	0	0	PXO86	avrXa7	no data found	no	64187	Xanthomonas oryzae pv. oryzae	no data found	X11-5A	Bacterial leaf blight	Eudicot	Rice	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no	no data found	no data found	no data found	no data found	Functional test in host: transient expression	na	RP		23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	na	jan.leach@colostate.edu	no comments	V Verdier	2012
	PHI:2718		Uniprot	Q6RKD2		AAS46025	0	0	PXO99	pthXo1	no data found	no	64187	Xanthomonas oryzae pv. oryzae	no data found	X11-5A	Bacterial leaf blight	Eudicot	Rice	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no	no data found	no data found	no data found	no data found	Functional test in host: transient expression	na	RP		23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	na	jan.leach@colostate.edu	no comments	V Verdier	2012
	PHI:2719		Uniprot	G1FM79		AEK86668	0	0	BAI3	talC	no data found	no	64187	Xanthomonas oryzae pv. oryzae	no data found	X11-5A	Bacterial leaf blight	Eudicot	Rice	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no	no data found	no data found	no data found	no data found	Functional test in host: transient expression	na	RP		23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	na	jan.leach@colostate.edu	no comments	V Verdier	2012
	PHI:2720		Uniprot	G7T9N6		AEQ94695	0	0	BLS256	tal1c	no data found	no	64187	Xanthomonas oryzae pv. oryzae	no data found	X11-5A	Bacterial leaf blight	Eudicot	Rice	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no	no data found	no data found	no data found	no data found	Functional test in host: transient expression	na	RP		23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	na	jan.leach@colostate.edu	no comments	V Verdier	2012
	PHI:2721		Uniprot	G7TK09		AEQ95751	0	0	BLS256	tal2a	no data found	no	64187	Xanthomonas oryzae pv. oryzae	no data found	X11-5A	Bacterial leaf blight	Eudicot	Rice	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no	no data found	no data found	no data found	no data found	Functional test in host: transient expression	na	RP		23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	na	jan.leach@colostate.edu	no comments	V Verdier	2012
	PHI:2722		Uniprot	G7TJZ8		AEQ95741	0	0	BLS256	tal2g	no data found	no	64187	Xanthomonas oryzae pv. oryzae	no data found	X11-5A	Bacterial leaf blight	Eudicot	Rice	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no	no data found	no data found	no data found	no data found	Functional test in host: transient expression	na	RP		23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	na	jan.leach@colostate.edu	no comments	V Verdier	2012
	PHI:2717		Uniprot	Q9FDG1		AF275317_1	0	0	PXO86	avrXa7	no data found	no	64187	Xanthomonas oryzae pv. oryzae	no data found	X11-5A	Bacterial leaf blight	Eudicot	Rice	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no	no data found	no data found	no data found	no data found	Functional test in host: transient expression	na	RP		23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	na	jan.leach@colostate.edu	no comments	V Verdier	2012
	PHI:2718		Uniprot	Q6RKD2		AAS46025	0	0	PXO99	pthXo1	no data found	no	64187	Xanthomonas oryzae pv. oryzae	no data found	X11-5A	Bacterial leaf blight	Eudicot	Rice	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no	no data found	no data found	no data found	no data found	Functional test in host: transient expression	na	RP		23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	na	jan.leach@colostate.edu	no comments	V Verdier	2012
	PHI:2719		Uniprot	G1FM79		AEK86668	0	0	BAI3	talC	no data found	no	64187	Xanthomonas oryzae pv. oryzae	no data found	X11-5A	Bacterial leaf blight	Eudicot	Rice	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no	no data found	no data found	no data found	no data found	Functional test in host: transient expression	na	RP		23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	na	jan.leach@colostate.edu	no comments	V Verdier	2012
	PHI:2720		Uniprot	G7T9N6		AEQ94695	0	0	BLS256	tal1c	no data found	no	64187	Xanthomonas oryzae pv. oryzae	no data found	X11-5A	Bacterial leaf blight	Eudicot	Rice	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no	no data found	no data found	no data found	no data found	Functional test in host: transient expression	na	RP		23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	na	jan.leach@colostate.edu	no comments	V Verdier	2012
	PHI:2721		Uniprot	G7TK09		AEQ95751	0	0	BLS256	tal2a	no data found	no	64187	Xanthomonas oryzae pv. oryzae	no data found	X11-5A	Bacterial leaf blight	Eudicot	Rice	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no	no data found	no data found	no data found	no data found	Functional test in host: transient expression	na	RP		23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	na	jan.leach@colostate.edu	no comments	V Verdier	2012
	PHI:2722		Uniprot	G7TJZ8		AEQ95741	0	0	BLS256	tal2g	no data found	no	64187	Xanthomonas oryzae pv. oryzae	no data found	X11-5A	Bacterial leaf blight	Eudicot	Rice	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no	no data found	no data found	no data found	no data found	Functional test in host: transient expression	na	RP		23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	na	jan.leach@colostate.edu	no comments	V Verdier	2012
	PHI:2717		Uniprot	Q9FDG1		AF275317_1	0	0	PXO86	avrXa7	no data found	no	64187	Xanthomonas oryzae pv. oryzae	no data found	X11-5A	Bacterial leaf blight	Eudicot	Rice	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no	no data found	no data found	no data found	no data found	Functional test in host: transient expression	na	RP		23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	na	jan.leach@colostate.edu	no comments	V Verdier	2012
	PHI:2718		Uniprot	Q6RKD2		AAS46025	0	0	PXO99	pthXo1	no data found	no	64187	Xanthomonas oryzae pv. oryzae	no data found	X11-5A	Bacterial leaf blight	Eudicot	Rice	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no	no data found	no data found	no data found	no data found	Functional test in host: transient expression	na	RP		23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	na	jan.leach@colostate.edu	no comments	V Verdier	2012
	PHI:2719		Uniprot	G1FM79		AEK86668	0	0	BAI3	talC	no data found	no	64187	Xanthomonas oryzae pv. oryzae	no data found	X11-5A	Bacterial leaf blight	Eudicot	Rice	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no	no data found	no data found	no data found	no data found	Functional test in host: transient expression	na	RP		23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	na	jan.leach@colostate.edu	no comments	V Verdier	2012
	PHI:2720		Uniprot	G7T9N6		AEQ94695	0	0	BLS256	tal1c	no data found	no	64187	Xanthomonas oryzae pv. oryzae	no data found	X11-5A	Bacterial leaf blight	Eudicot	Rice	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no	no data found	no data found	no data found	no data found	Functional test in host: transient expression	na	RP		23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	na	jan.leach@colostate.edu	no comments	V Verdier	2012
	PHI:2721		Uniprot	G7TK09		AEQ95751	0	0	BLS256	tal2a	no data found	no	64187	Xanthomonas oryzae pv. oryzae	no data found	X11-5A	Bacterial leaf blight	Eudicot	Rice	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no	no data found	no data found	no data found	no data found	Functional test in host: transient expression	na	RP		23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	na	jan.leach@colostate.edu	no comments	V Verdier	2012
	PHI:2722		Uniprot	G7TJZ8		AEQ95741	0	0	BLS256	tal2g	no data found	no	64187	Xanthomonas oryzae pv. oryzae	no data found	X11-5A	Bacterial leaf blight	Eudicot	Rice	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no	no data found	no data found	no data found	no data found	Functional test in host: transient expression	na	RP		23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	na	jan.leach@colostate.edu	no comments	V Verdier	2012
	PHI:2717		Uniprot	Q9FDG1		AF275317_1	0	0	PXO86	avrXa7	no data found	no	64187	Xanthomonas oryzae pv. oryzae	no data found	X11-5A	Bacterial leaf blight	Eudicot	Rice	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no	no data found	no data found	no data found	no data found	Functional test in host: transient expression	na	RP		23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	na	jan.leach@colostate.edu	no comments	V Verdier	2012
	PHI:2718		Uniprot	Q6RKD2		AAS46025	0	0	PXO99	pthXo1	no data found	no	64187	Xanthomonas oryzae pv. oryzae	no data found	X11-5A	Bacterial leaf blight	Eudicot	Rice	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no	no data found	no data found	no data found	no data found	Functional test in host: transient expression	na	RP		23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	na	jan.leach@colostate.edu	no comments	V Verdier	2012
	PHI:2719		Uniprot	G1FM79		AEK86668	0	0	BAI3	talC	no data found	no	64187	Xanthomonas oryzae pv. oryzae	no data found	X11-5A	Bacterial leaf blight	Eudicot	Rice	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no	no data found	no data found	no data found	no data found	Functional test in host: transient expression	na	RP		23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	na	jan.leach@colostate.edu	no comments	V Verdier	2012
	PHI:2720		Uniprot	G7T9N6		AEQ94695	0	0	BLS256	tal1c	no data found	no	64187	Xanthomonas oryzae pv. oryzae	no data found	X11-5A	Bacterial leaf blight	Eudicot	Rice	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no	no data found	no data found	no data found	no data found	Functional test in host: transient expression	na	RP		23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	na	jan.leach@colostate.edu	no comments	V Verdier	2012
	PHI:2721		Uniprot	G7TK09		AEQ95751	0	0	BLS256	tal2a	no data found	no	64187	Xanthomonas oryzae pv. oryzae	no data found	X11-5A	Bacterial leaf blight	Eudicot	Rice	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no	no data found	no data found	no data found	no data found	Functional test in host: transient expression	na	RP		23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	na	jan.leach@colostate.edu	no comments	V Verdier	2012
	PHI:2722		Uniprot	G7TJZ8		AEQ95741	0	0	BLS256	tal2g	no data found	no	64187	Xanthomonas oryzae pv. oryzae	no data found	X11-5A	Bacterial leaf blight	Eudicot	Rice	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no	no data found	no data found	no data found	no data found	Functional test in host: transient expression	na	RP		23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	na	jan.leach@colostate.edu	no comments	V Verdier	2012
	PHI:2717		Uniprot	Q9FDG1		AF275317_1	0	0	PXO86	avrXa7	no data found	no	64187	Xanthomonas oryzae pv. oryzae	no data found	X11-5A	Bacterial leaf blight	Eudicot	Rice	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no	no data found	no data found	no data found	no data found	Functional test in host: transient expression	na	RP		23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	na	jan.leach@colostate.edu	no comments	V Verdier	2012
	PHI:2718		Uniprot	Q6RKD2		AAS46025	0	0	PXO99	pthXo1	no data found	no	64187	Xanthomonas oryzae pv. oryzae	no data found	X11-5A	Bacterial leaf blight	Eudicot	Rice	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no	no data found	no data found	no data found	no data found	Functional test in host: transient expression	na	RP		23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	na	jan.leach@colostate.edu	no comments	V Verdier	2012
	PHI:2719		Uniprot	G1FM79		AEK86668	0	0	BAI3	talC	no data found	no	64187	Xanthomonas oryzae pv. oryzae	no data found	X11-5A	Bacterial leaf blight	Eudicot	Rice	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no	no data found	no data found	no data found	no data found	Functional test in host: transient expression	na	RP		23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	na	jan.leach@colostate.edu	no comments	V Verdier	2012
	PHI:2720		Uniprot	G7T9N6		AEQ94695	0	0	BLS256	tal1c	no data found	no	64187	Xanthomonas oryzae pv. oryzae	no data found	X11-5A	Bacterial leaf blight	Eudicot	Rice	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no	no data found	no data found	no data found	no data found	Functional test in host: transient expression	na	RP		23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	na	jan.leach@colostate.edu	no comments	V Verdier	2012
	PHI:2721		Uniprot	G7TK09		AEQ95751	0	0	BLS256	tal2a	no data found	no	64187	Xanthomonas oryzae pv. oryzae	no data found	X11-5A	Bacterial leaf blight	Eudicot	Rice	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no	no data found	no data found	no data found	no data found	Functional test in host: transient expression	na	RP		23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	na	jan.leach@colostate.edu	no comments	V Verdier	2012
	PHI:2722		Uniprot	G7TJZ8		AEQ95741	0	0	BLS256	tal2g	no data found	no	64187	Xanthomonas oryzae pv. oryzae	no data found	X11-5A	Bacterial leaf blight	Eudicot	Rice	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no	no data found	no data found	no data found	no data found	Functional test in host: transient expression	na	RP		23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	na	jan.leach@colostate.edu	no comments	V Verdier	2012
	PHI:2717		Uniprot	Q9FDG1		AF275317_1	0	0	PXO86	avrXa7	no data found	no	64187	Xanthomonas oryzae pv. oryzae	no data found	X11-5A	Bacterial leaf blight	Eudicot	Rice	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no	no data found	no data found	no data found	no data found	Functional test in host: transient expression	na	RP		23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	na	jan.leach@colostate.edu	no comments	V Verdier	2012
	PHI:2718		Uniprot	Q6RKD2		AAS46025	0	0	PXO99	pthXo1	no data found	no	64187	Xanthomonas oryzae pv. oryzae	no data found	X11-5A	Bacterial leaf blight	Eudicot	Rice	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no	no data found	no data found	no data found	no data found	Functional test in host: transient expression	na	RP		23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	na	jan.leach@colostate.edu	no comments	V Verdier	2012
	PHI:2719		Uniprot	G1FM79		AEK86668	0	0	BAI3	talC	no data found	no	64187	Xanthomonas oryzae pv. oryzae	no data found	X11-5A	Bacterial leaf blight	Eudicot	Rice	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no	no data found	no data found	no data found	no data found	Functional test in host: transient expression	na	RP		23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	na	jan.leach@colostate.edu	no comments	V Verdier	2012
	PHI:2720		Uniprot	G7T9N6		AEQ94695	0	0	BLS256	tal1c	no data found	no	64187	Xanthomonas oryzae pv. oryzae	no data found	X11-5A	Bacterial leaf blight	Eudicot	Rice	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no	no data found	no data found	no data found	no data found	Functional test in host: transient expression	na	RP		23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	na	jan.leach@colostate.edu	no comments	V Verdier	2012
	PHI:2721		Uniprot	G7TK09		AEQ95751	0	0	BLS256	tal2a	no data found	no	64187	Xanthomonas oryzae pv. oryzae	no data found	X11-5A	Bacterial leaf blight	Eudicot	Rice	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no	no data found	no data found	no data found	no data found	Functional test in host: transient expression	na	RP		23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	na	jan.leach@colostate.edu	no comments	V Verdier	2012
	PHI:2722		Uniprot	G7TJZ8		AEQ95741	0	0	BLS256	tal2g	no data found	no	64187	Xanthomonas oryzae pv. oryzae	no data found	X11-5A	Bacterial leaf blight	Eudicot	Rice	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no	no data found	no data found	no data found	no data found	Functional test in host: transient expression	na	RP		23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	na	jan.leach@colostate.edu	no comments	V Verdier	2012
	PHI:2717		Uniprot	Q9FDG1		AF275317_1	0	0	PXO86	avrXa7	no data found	no	64187	Xanthomonas oryzae pv. oryzae	no data found	X11-5A	Bacterial leaf blight	Eudicot	Rice	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no	no data found	no data found	no data found	no data found	Functional test in host: transient expression	na	RP		23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	na	jan.leach@colostate.edu	no comments	V Verdier	2012
	PHI:2718		Uniprot	Q6RKD2		AAS46025	0	0	PXO99	pthXo1	no data found	no	64187	Xanthomonas oryzae pv. oryzae	no data found	X11-5A	Bacterial leaf blight	Eudicot	Rice	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no	no data found	no data found	no data found	no data found	Functional test in host: transient expression	na	RP		23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	na	jan.leach@colostate.edu	no comments	V Verdier	2012
	PHI:2719		Uniprot	G1FM79		AEK86668	0	0	BAI3	talC	no data found	no	64187	Xanthomonas oryzae pv. oryzae	no data found	X11-5A	Bacterial leaf blight	Eudicot	Rice	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no	no data found	no data found	no data found	no data found	Functional test in host: transient expression	na	RP		23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	na	jan.leach@colostate.edu	no comments	V Verdier	2012
	PHI:2720		Uniprot	G7T9N6		AEQ94695	0	0	BLS256	tal1c	no data found	no	64187	Xanthomonas oryzae pv. oryzae	no data found	X11-5A	Bacterial leaf blight	Eudicot	Rice	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no	no data found	no data found	no data found	no data found	Functional test in host: transient expression	na	RP		23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	na	jan.leach@colostate.edu	no comments	V Verdier	2012
	PHI:2721		Uniprot	G7TK09		AEQ95751	0	0	BLS256	tal2a	no data found	no	64187	Xanthomonas oryzae pv. oryzae	no data found	X11-5A	Bacterial leaf blight	Eudicot	Rice	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no	no data found	no data found	no data found	no data found	Functional test in host: transient expression	na	RP		23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	na	jan.leach@colostate.edu	no comments	V Verdier	2012
	PHI:2722		Uniprot	G7TJZ8		AEQ95741	0	0	BLS256	tal2g	no data found	no	64187	Xanthomonas oryzae pv. oryzae	no data found	X11-5A	Bacterial leaf blight	Eudicot	Rice	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no	no data found	no data found	no data found	no data found	Functional test in host: transient expression	na	RP		23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	na	jan.leach@colostate.edu	no comments	V Verdier	2012
	PHI:2717		Uniprot	Q9FDG1		AF275317_1	0	0	PXO86	avrXa7	no data found	no	64187	Xanthomonas oryzae pv. oryzae	no data found	X11-5A	Bacterial leaf blight	Eudicot	Rice	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no	no data found	no data found	no data found	no data found	Functional test in host: transient expression	na	RP		23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	na	jan.leach@colostate.edu	no comments	V Verdier	2012
	PHI:2718		Uniprot	Q6RKD2		AAS46025	0	0	PXO99	pthXo1	no data found	no	64187	Xanthomonas oryzae pv. oryzae	no data found	X11-5A	Bacterial leaf blight	Eudicot	Rice	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no	no data found	no data found	no data found	no data found	Functional test in host: transient expression	na	RP		23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	na	jan.leach@colostate.edu	no comments	V Verdier	2012
	PHI:2719		Uniprot	G1FM79		AEK86668	0	0	BAI3	talC	no data found	no	64187	Xanthomonas oryzae pv. oryzae	no data found	X11-5A	Bacterial leaf blight	Eudicot	Rice	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no	no data found	no data found	no data found	no data found	Functional test in host: transient expression	na	RP		23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	na	jan.leach@colostate.edu	no comments	V Verdier	2012
	PHI:2720		Uniprot	G7T9N6		AEQ94695	0	0	BLS256	tal1c	no data found	no	64187	Xanthomonas oryzae pv. oryzae	no data found	X11-5A	Bacterial leaf blight	Eudicot	Rice	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no	no data found	no data found	no data found	no data found	Functional test in host: transient expression	na	RP		23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	na	jan.leach@colostate.edu	no comments	V Verdier	2012
